id,name,status,start_date,end_date,network,country,runtime,rating,rating_count,genres,total_episodes
243,Spyder Games,Canceled/Ended,Jun/18/2001,Sep/2001,MTV,US,30,0.0,0,Soaps,65
244,The Midnight Special,Canceled/Ended,Feb/02/1973,May/01/1981,NBC,US,90,8.0,1,Music,350
245,Intimate Portrait,Canceled/Ended,Nov/14/1993,Oct/2005,Lifetime,US,60,0.0,0,"Family, Celebrities, Interview, Educational",268
246,Out of the Box,Canceled/Ended,Oct/05/1998,Aug/2003,DiSNEY CHANNEL,US,25,0.0,0,"Children, Educational",0
247,Boot Camp,Canceled/Ended,Mar/28/2001,May/23/2001,FOX,US,60,0.0,0,,9
248,The Tripods,Ended,1984-09-15,,BBC One,GB,25,0.0,0,"Adventure, Science-Fiction",25
249,Jason King,Canceled/Ended,Sep/15/1971,Apr/28/1972,itv,GB,60,0.0,0,Adventure,26
250,Tenko,Canceled/Ended,Oct/22/1981,Nov/12/1984,BBC one,GB,50,0.0,0,"Drama, Military/War",30
251,Cluedo (UK),Canceled/Ended,Sep/1990,Dec/1993,itv,GB,30,0.0,0,,25
252,Dangerous Women,Canceled/Ended,Aug/1991,Jan/1992,Syndicated,US,60,0.0,0,,52
253,Out of Control,Canceled/Ended,May/1984,May/1988,nickelodeon,US,30,0.0,0,Comedy,0
254,Never Too Young,Canceled/Ended,Sep/27/1965,Jun/24/1966,ABC,US,30,0.0,0,"Soaps, Teens",194
255,The Oz Kids,Canceled/Ended,Oct/1995,1996,Syndicated,US,30,0.0,0,"Adventure, Children, Fantasy, Children Cartoons",8
256,"Big Shamus, Little Shamus",Canceled/Ended,Sep/29/1979,Oct/06/1979,CBS,US,60,0.0,0,"Drama, Mystery",2
257,Down the Shore,Canceled/Ended,Jun/21/1992,Aug/05/1993,FOX,US,30,0.0,0,Comedy,29
258,Science Court,Canceled/Ended,Oct/04/1997,Jan/1998,ABC,US,30,0.0,0,Animation General,0
259,Pinwheel,Canceled/Ended,Dec/01/1977,Jul/06/1990,nickelodeon,US,60,0.0,0,,0
260,Bailey Kipper's P.O.V,Canceled/Ended,Sep/14/1996,Jan/1997,CBS,US,30,0.0,0,Children,13
261,DIY SOS,Running,1999-10-07,,BBC One,GB,60,0.0,0,DIY,232
262,The Mork & Mindy/Laverne & Shirley/Fonz Hour,Canceled/Ended,Sep/25/1982,Sep/10/1983,ABC,US,60,0.0,0,"Animation General, Children",0
263,"Gullah, Gullah Island",Canceled/Ended,Oct/24/1994,Jan/1997,nick jr.,US,30,10.0,2,"Children, Educational",0
264,My Brother and Me,Canceled/Ended,Oct/15/1994,Jan/29/1995,nickelodeon,US,30,0.0,0,"Comedy, Family, Children",13
265,The Lone Wolf,Canceled/Ended,1954,1955,Syndicated,US,30,0.0,0,"Crime, Drama",0
266,Catwalk (CA),Canceled/Ended,Jan/1992,Jan/1994,YTV,CA,50,0.0,0,Drama,0
267,Together We Stand,Canceled/Ended,Sep/22/1986,Apr/24/1987,CBS,US,30,0.0,0,Comedy,13
268,Leo and Me,Canceled/Ended,May/29/1981,Aug/14/1981,CBC,CA,30,0.0,0,Comedy,12
269,A Family for Joe,Canceled/Ended,Mar/24/1990,Aug/19/1990,NBC,US,30,0.0,0,Comedy,9
270,Santo Bugito,Canceled/Ended,Sep/16/1995,Aug/31/1996,CBS,US,30,0.0,0,Animation General,0
271,Learning The Ropes,Canceled/Ended,Sep/16/1988,Mar/31/1989,CTV,CA,30,0.0,0,"Comedy, Sports",0
272,Hee Haw Honeys,Canceled/Ended,Sep/12/1978,Sep/08/1979,Syndicated,US,30,0.0,0,"Comedy, Music",1
273,Working Stiffs,Canceled/Ended,Sep/15/1979,Oct/06/1979,CBS,US,30,0.0,0,Comedy,4
274,A League of Their Own,Canceled/Ended,Apr/10/1993,Aug/13/1993,CBS,US,30,0.0,0,"Comedy, Sports",5
275,Uptown Comedy Club,Canceled/Ended,Sep/1991,Jan/1994,Syndicated,US,10,0.0,0,,0
276,Love Is a Many Splendored Thing,Canceled/Ended,Sep/18/1967,Mar/23/1973,CBS,US,30,0.0,0,Soaps,248
277,The Oregon Trail,Canceled/Ended,Sep/21/1977,Oct/26/1977,NBC,US,60,0.0,0,"Drama, Western",7
278,Capitol Critters,Canceled/Ended,Jan/28/1992,Mar/14/1992,ABC,US,30,0.0,0,"Comedy, Animation General, Politics",7
279,Tenafly,Canceled/Ended,Oct/10/1973,Jan/02/1974,NBC,US,90,0.0,0,"Drama, Mystery",4
280,Cool Million,Canceled/Ended,Oct/25/1972,Dec/20/1972,NBC,US,90,0.0,0,Drama,4
281,Faraday and Company,Canceled/Ended,Sep/26/1973,Jan/1974,NBC,US,90,0.0,0,"Drama, Mystery",4
282,Honeymoon Suite,Canceled/Ended,Jul/26/1973,Aug/1973,ABC,US,90,0.0,0,Comedy,1
283,The Campbells,Canceled/Ended,Jan/19/1986,1990,CTV,CA,30,0.0,0,Drama,34
284,Figure It Out,Ended,1998-03-13,,Nickelodeon,US,30,0.0,0,Children,231
285,Christine Cromwell,Canceled/Ended,Nov/11/1989,Mar/24/1990,ABC,US,120,0.0,0,"Drama, Mystery",4
286,Tucker's Witch,Canceled/Ended,Oct/06/1982,Jul/09/1983,CBS,US,60,0.0,0,"Drama, Romance/Dating",12
287,Brak Presents the Brak Show Starring Brak,Canceled/Ended,Feb/2000,Mar/2000,Cartoon Network,US,30,0.0,0,,2
288,Search Party,Ended,2016-11-21,,Max,US,10,8.3333,3,"Comedy, Drama, Mystery",50
289,Disney's Adventures of the Gummi Bears,Ended,1985-09-14,,Disney Channel,US,25,0.0,0,"Children, Fantasy",161
290,Channel Umptee-3,Canceled/Ended,Oct/25/1997,Feb/28/1998,WB,US,30,0.0,0,"Animation General, Educational",13
291,The Benny Hill Show (1969),Canceled/Ended,Nov/19/1969,May/01/1989,itv,GB,60,0.0,0,"Comedy, Sketch/Improv",59
292,High Flyers,Canceled/Ended,Jan/1999,Jun/2001,ABC,AU,10,0.0,0,,0
293,Argon,Ended,2017-09-04,,tvN,US,70,5.0,2,"Drama, Legal",8
294,The Danny Kaye Show,Canceled/Ended,Sep/25/1963,Jun/28/1967,CBS,US,60,0.0,0,Music,10
295,Trackdown,Canceled/Ended,Oct/04/1957,Sep/23/1959,CBS,US,30,10.0,1,Western,70
296,Eugenie Sandler P.I.,Canceled/Ended,Oct/30/2000,Nov/15/2000,ABC,AU,30,0.0,0,"Drama, Children",13
297,The Wayne Manifesto,Canceled/Ended,1996,1997,ABC,AU,25,0.0,0,"Comedy, Children",0
298,Halfway Across the Galaxy and Turn Left,Ended,1993-04-04,,ITV,AU,30,0.0,0,"Comedy, Children, Science-Fiction",28
299,Mirror Mirror 2,Canceled/Ended,Jan/1998,Sep/1998,Nine Network,AU,30,0.0,0,,2
300,Sky Trackers,Canceled/Ended,Jan/1994,Oct/1994,,AU,25,0.0,0,,0
301,Emerald Cove,Canceled/Ended,Sep/1993,Jun/1995,DiSNEY CHANNEL,US,10,0.0,0,,0
302,You Don't Know Jack,Canceled/Ended,Jun/20/2001,Jul/18/2001,ABC,US,30,0.0,0,,6
303,Amy Prentiss,Canceled/Ended,Dec/01/1974,Jul/06/1975,NBC,US,120,0.0,0,"Drama, Mystery",3
304,Sons and Daughters (1991),Canceled/Ended,Jan/04/1991,Mar/01/1991,CBS,US,60,0.0,0,Drama,7
305,Danger Theatre,Canceled/Ended,Jul/11/1993,Aug/22/1993,FOX,US,30,0.0,0,Comedy,12
306,It's a Great Life,Canceled/Ended,Sep/07/1954,Jun/03/1956,NBC,US,30,0.0,0,Comedy,78
307,Profiles in Courage,Canceled/Ended,Nov/08/1964,May/09/1965,NBC,US,60,0.0,0,"Drama, History",26
308,Medivac,Canceled/Ended,Sep/10/1996,Dec/02/1998,ten,AU,50,0.0,0,"Drama, Medical",48
309,The Adventures of A.R.K.,Canceled/Ended,Jan/1997,Jan/1999,Unknown,US,30,0.0,0,,0
310,Park Place,Canceled/Ended,Apr/09/1981,Apr/30/1981,CBS,US,30,0.0,0,Comedy,4
311,Medical Story,Canceled/Ended,Sep/04/1975,Jan/08/1976,NBC,US,60,0.0,0,"Drama, Medical, Anthology",12
312,Townsend Television,Canceled/Ended,Sep/12/1993,Dec/12/1993,FOX,US,60,0.0,0,"Comedy, Sketch/Improv",0
313,Salute Your Shorts,Ended,1991-06-01,,Nickelodeon,US,30,0.0,0,"Comedy, Drama, Family",26
314,Wishbone,Ended,1995-10-09,,PBS Kids,US,30,0.0,0,"Comedy, Children",50
315,G.P.,Ended,1989-03-07,,ABC,AU,60,0.0,0,Drama,318
316,Hammerman,Canceled/Ended,Sep/07/1991,Sep/05/1992,ABC,US,30,0.0,0,Animation General,4
317,Dan Dare,Canceled/Ended,Jul/2001,Sep/2001,Channel 5,GB,30,0.0,0,Animation General,0
318,Eischied,Canceled/Ended,Sep/21/1979,Jan/25/1980,NBC,US,60,0.0,0,"Crime, Drama",14
319,Food Of Love,Canceled/Ended,Jan/08/1998,Feb/1998,Wah Lai Toi,HK,60,9.0,2,"Comedy, Drama, Cooking/Food",30
320,Up Pompeii!,Canceled/Ended,Mar/30/1970,Oct/19/1970,BBC one,GB,30,0.0,0,Comedy,14
321,Crusader Rabbit,Canceled/Ended,1949,1959,Syndicated,US,5,0.0,0,Animation General,1
322,Wild Palms,Ended,1993-05-16,,ABC,US,60,0.0,0,"Drama, Thriller, Science-Fiction",5
323,The Adams Chronicles,Canceled/Ended,Jan/20/1976,Apr/13/1976,PBS,US,60,0.0,0,"Drama, History",13
324,The Hathaways,Canceled/Ended,Oct/06/1961,Aug/31/1962,ABC,US,30,0.0,0,Comedy,26
325,The Human Jungle,Canceled/Ended,Mar/30/1963,Dec/1964,itv,GB,60,0.0,0,Drama,26
326,Random Play,Canceled/Ended,Jul/1999,Sep/1999,VH1,US,30,0.0,0,,6
327,"Inch High, Private Eye",Canceled/Ended,Sep/08/1973,Aug/31/1974,NBC,US,30,0.0,0,Animation General,13
328,Where the Heart Is (US),Canceled/Ended,Sep/08/1969,Mar/23/1973,CBS,US,25,0.0,0,Soaps,213
329,Toonsylvania,Canceled/Ended,Feb/07/1998,Dec/21/1998,FOX,US,30,0.0,0,Animation General,19
330,Space-Stars,Canceled/Ended,Sep/12/1981,Sep/11/1982,NBC,US,60,0.0,0,Animation General,66
331,You Again?,Ended,1986-02-27,,NBC,US,30,0.0,0,Comedy,26
332,Little Rosie,Canceled/Ended,Sep/08/1990,Aug/11/1991,ABC,US,30,0.0,0,Animation General,13
333,Mr. Novak,Canceled/Ended,Sep/24/1963,Aug/31/1965,NBC,US,60,0.0,0,Drama,60
334,Camp Runamuck,Canceled/Ended,Sep/17/1965,Sep/02/1966,NBC,US,30,0.0,0,Comedy,26
335,Westside Medical,Canceled/Ended,Mar/15/1977,Aug/25/1977,ABC,US,60,0.0,0,"Drama, Medical",11
336,Wish Kid,Canceled/Ended,Sep/14/1991,Sep/05/1992,NBC,US,30,0.0,0,Animation General,13
337,Duggan,Canceled/Ended,Oct/1997,Sep/1999,ONE,NZ,60,0.0,0,,11
338,The Banana Splits Adventure Hour,Ended,1968-09-07,,NBC,US,60,0.0,0,"Comedy, Music, Children",32
339,Perils of Penelope Pitstop,Canceled/Ended,Sep/13/1969,Sep/05/1970,CBS,US,30,0.0,0,Animation General,17
340,Help!... It's the Hair Bear Bunch,Canceled/Ended,Sep/11/1971,Sep/02/1972,CBS,US,30,10.0,2,Animation General,16
341,Goober,Ended,2016-12-26,,ABC iView,US,7,0.0,0,Comedy,16
342,Iron Man,Canceled/Ended,Sep/24/1994,Feb/24/1996,Syndicated,US,30,7.3333,3,Animation General,26
343,It's Punky Brewster,Ended,1985-09-14,,NBC,US,30,0.0,0,Children,42
344,Runaway Island,Canceled/Ended,Jan/1981,,Seven,AU,10,0.0,0,,0
345,Trial by Jury,Canceled/Ended,Sep/11/1989,Sep/1990,Syndicated,US,30,0.0,0,Drama,0
346,Eek! the Cat,Canceled/Ended,Sep/11/1992,Aug/01/1997,FOX,US,30,0.0,0,Animation General,27
347,The Uninvited,Canceled/Ended,Sep/1997,Oct/1997,itv,GB,60,0.0,0,,4
348,Life Support,Ended,2001-08-27,,SBS,GB,25,0.0,0,Comedy,30
349,Open All Hours,Canceled/Ended,Feb/20/1976,Oct/1985,BBC one,GB,30,0.0,0,Comedy,26
350,Oh Madeline,Canceled/Ended,Sep/27/1983,May/15/1984,ABC,US,30,0.0,0,Comedy,18
351,A Many Splintered Thing,Canceled/Ended,Jun/27/2000,Aug/01/2000,BBC one,GB,30,0.0,0,Comedy,7
352,Going Straight,Ended,1978-02-24,,BBC One,GB,30,0.0,0,"Comedy, Crime",6
353,Between The Lines,Canceled/Ended,Sep/1992,Dec/1994,BBC one,GB,10,0.0,0,"Crime, Drama",35
354,Bonehead Detectives of the Paleo World,Canceled/Ended,2003,2003,Discovery Family,US,30,0.0,0,"Children, Educational, Discovery/Science, Tech/Gaming",0
355,Happiness,Canceled/Ended,Mar/2001,Feb/2003,BBC TWO,GB,30,0.0,0,,12
356,Harry Enfield and Chums,Ended,1994-11-04,,BBC One,GB,30,0.0,0,Comedy,13
357,Boney,Canceled/Ended,Jul/1973,Jan/1974,Seven,AU,60,0.0,0,"Crime, Drama",26
358,Pajama Party,Canceled/Ended,Feb/2000,Jan/2001,,US,60,0.0,0,,20
359,Live and Kicking,Canceled/Ended,Oct/02/1993,Sep/15/2001,BBC one,GB,180,0.0,0,"Comedy, Family, Children",261
360,Play for Today,Ended,1970-10-15,,BBC One,GB,75,0.0,0,Drama,307
361,Z Cars,Ended,1962-01-02,,BBC One,GB,50,0.0,0,"Crime, Drama",844
362,The Day of the Triffids,Canceled/Ended,Sep/10/1981,Oct/15/1981,BBC one,GB,30,0.0,0,Drama,6
363,Close and True,Canceled/Ended,Nov/23/2000,Dec/28/2000,itv,GB,60,0.0,0,Drama,6
364,Safe at Home,Canceled/Ended,1985,1986,tbs,US,30,0.0,0,Comedy,0
365,Triangle,Canceled/Ended,Jan/05/1981,Jul/06/1983,BBC one,GB,30,0.0,0,"Soaps, Drama",78
366,Howards' Way,Canceled/Ended,Sep/01/1985,Nov/25/1990,BBC one,GB,50,0.0,0,Drama,78
367,Nothing In Common,Canceled/Ended,Apr/09/1987,Jun/03/1987,NBC,US,30,0.0,0,"Comedy, Drama",7
368,Crow's Nest,Pilot Rejected,Jul/09/1992,,ABC,US,30,0.0,0,,0
369,Life with Louie,Ended,1994-12-24,,FOX,US,30,0.0,0,"Comedy, Adventure, Family",39
370,Baby I'm Back,Canceled/Ended,Jan/30/1978,Aug/12/1978,CBS,US,30,0.0,0,Comedy,12
371,Arrest & Trial (2000),Canceled/Ended,Oct/09/2000,Sep/14/2001,Syndicated,US,30,0.0,0,"Crime, Drama",195
372,Tales of the South Seas,Canceled/Ended,Sep/05/1998,2000,ten,AU,60,0.0,0,"Action, Adventure",0
373,Alcoa Hour,Canceled/Ended,Oct/16/1955,Sep/22/1957,NBC,US,60,0.0,0,Anthology,51
374,Goodyear Television Playhouse,Canceled/Ended,Oct/14/1951,Sep/29/1957,NBC,US,60,0.0,0,Anthology,144
375,Fantastic Max,Canceled/Ended,Sep/1988,Feb/1990,Syndicated,US,30,0.0,0,,26
376,Bangkok Hilton,Canceled/Ended,Oct/05/1989,Oct/07/1989,ABC,AU,45,0.0,0,Drama,6
377,House of Stars,Ended,2023-05-01,,One31,US,60,0.0,0,"Drama, Romance",378
378,The DuPont Show Of The Month,Canceled/Ended,Sep/29/1957,Mar/21/1961,CBS,US,90,0.0,0,Anthology,34
379,Channing,Canceled/Ended,Sep/18/1963,Sep/09/1964,ABC,US,60,0.0,0,Drama,26
380,T in the Park,Ended,2013-07-12,,BBC Four,US,85,0.0,0,Music,95
381,Cavalcade of America,Canceled/Ended,Oct/01/1952,Apr/30/1957,ABC,US,60,0.0,0,Anthology,131
382,The Overland Trail,Canceled/Ended,Feb/07/1960,Sep/11/1960,NBC,US,60,0.0,0,"Adventure, Western",17
383,Goudzoekers,New Series,Jan/07/2009,,VPRO,NL,30,0.0,0,"Finance, Lifestyle",44
384,The Play of the Week,Canceled/Ended,Oct/12/1959,May/01/1961,Syndicated,US,60,0.0,0,Anthology,66
385,The Mothers-In-Law,Canceled/Ended,Sep/10/1967,Sep/07/1969,NBC,US,30,4.0,2,Comedy,56
386,Chopper One,Canceled/Ended,Jan/17/1974,Jul/11/1974,ABC,US,30,0.0,0,"Crime, Drama",13
387,Microsoap,Canceled/Ended,Sep/1998,Jul/2001,BBC one,GB,30,0.0,0,,14
388,Byker Grove,Ended,1989-11-08,,CBBC,GB,30,0.0,0,"Drama, Family, Romance",336
389,The Lux Video Theatre,Canceled/Ended,Oct/02/1950,Sep/12/1957,NBC,US,60,0.0,0,Anthology,337
390,The Felony Squad,Canceled/Ended,Sep/12/1966,Jan/15/1969,ABC,US,30,0.0,0,"Crime, Drama",73
391,Producers' Showcase,Canceled/Ended,Oct/18/1954,May/27/1957,NBC,US,90,0.0,0,Anthology,38
392,Movin' On,Canceled/Ended,Sep/12/1974,Sep/14/1976,NBC,US,60,0.0,0,Drama,44
393,Lil' Bush: Resident of the United States,Canceled/Ended,Jun/13/2007,May/15/2008,Comedy Central,US,30,9.5,2,"Comedy, Adult Cartoons",16
394,Super Rupert,Canceled/Ended,Feb/2001,May/2001,YTV,CA,30,0.0,0,,13
395,Noddy (1998),Canceled/Ended,Aug/31/1998,Feb/16/2000,TVOntario,CA,30,0.0,0,Children Cartoons,40
398,Funny Face,Canceled/Ended,Sep/18/1971,Dec/11/1971,CBS,US,30,0.0,0,Comedy,13
399,The Strangerers,Canceled/Ended,Feb/15/2000,Apr/11/2000,sky 1,GB,30,10.0,1,"Comedy, Sci-Fi",9
400,Smack the Pony,Ended,1999-03-19,,Channel 4,GB,20,0.0,0,Comedy,22
402,Minty,Canceled/Ended,Aug/20/1998,Sep/07/1998,ABC,AU,30,0.0,0,Comedy,13
405,Grindl,Canceled/Ended,Sep/15/1963,Sep/13/1964,NBC,US,30,0.0,0,Comedy,32
406,Westinghouse Desilu Playhouse,Canceled/Ended,Oct/06/1958,Jun/10/1960,CBS,US,60,0.0,0,Anthology,41
409,Alcoa Premiere,Canceled/Ended,Oct/10/1961,Sep/12/1963,ABC,US,60,0.0,0,Anthology,62
410,Death Valley Days,Canceled/Ended,1952,1975,Syndicated,US,30,0.0,0,"Western, Anthology",431
412,Tombstone Territory,Canceled/Ended,Oct/16/1957,Jul/08/1960,Syndicated,US,30,0.0,0,Western,91
414,Lucas Tanner,Ended,1974-05-08,,NBC,US,60,0.0,0,Drama,23
415,"Big John, Little John",Canceled/Ended,Sep/11/1976,Sep/03/1977,NBC,US,30,0.0,0,"Comedy, Children",13
417,Straightaway,Canceled/Ended,Oct/06/1961,Jul/04/1962,ABC,US,30,10.0,1,"Action, Adventure, Sports",26
418,Arrest and Trial,Canceled/Ended,Sep/15/1963,Sep/06/1964,ABC,US,90,0.0,0,"Crime, Drama",30
419,On the Up,Ended,1990-09-04,,BBC One,GB,30,0.0,0,Comedy,19
421,Terry Pratchett's Hogfather,Ended,2006-12-17,,Sky Showcase,GB,90,0.0,0,"Comedy, Family, Fantasy",152
423,Stay Lucky,Ended,1989-12-08,,ITV1,GB,30,0.0,0,"Comedy, Drama",27
425,The Liver Birds,Ended,1969-07-25,,BBC One,GB,30,0.0,0,Comedy,82
429,Steptoe and Son,Ended,1962-01-05,,BBC One,GB,30,0.0,0,Comedy,57
430,Where the Action Is,Ended,1965-06-28,,ABC,US,30,0.0,0,"Family, Music",455
433,Waynehead,Canceled/Ended,Oct/19/1996,May/17/1997,WB,US,30,0.0,0,"Family, Animation General",13
435,Man Against Crime,Canceled/Ended,Oct/07/1949,Aug/19/1956,NBC,US,30,0.0,0,"Drama, Mystery",57
437,The Lieutenant,Canceled/Ended,Sep/14/1963,Sep/05/1964,NBC,US,60,0.0,0,"Drama, Military/War",29
438,Just Good Friends,Ended,1983-09-22,,BBC One,GB,30,0.0,0,Comedy,23
440,The Road West,Canceled/Ended,Sep/12/1966,Aug/28/1967,NBC,US,60,0.0,0,"Drama, Western",29
441,A Pillow Case of Mystery,Canceled/Ended,Jan/31/2006,Feb/2006,TVB Jade,HK,60,0.0,0,"Crime, Drama, Mystery",20
442,Big Wave Dave's,Canceled/Ended,Aug/09/1993,Sep/13/1993,CBS,US,30,0.0,0,Comedy,6
443,The Pulitzer Prize Playhouse,Canceled/Ended,Oct/06/1950,Jun/04/1952,ABC,US,60,0.0,0,Anthology,52
444,The Littlest Hobo (1979),Canceled/Ended,Oct/1979,Mar/1985,CTV,CA,30,0.0,0,Drama,114
445,Jackson's Wharf,Canceled/Ended,Oct/1999,Feb/2001,ONE,NZ,60,0.0,0,,0
446,Kraft Suspense Theatre,Canceled/Ended,Oct/10/1963,Sep/09/1965,NBC,US,60,0.0,0,"Crime, Mystery, Thriller, Anthology",59
447,Mr. Broadway,Canceled/Ended,Sep/26/1964,Dec/26/1964,CBS,US,60,0.0,0,Drama,12
448,3 Friends and Jerry,Ended,1998-08-23,,Nickelodeon,GB,30,0.0,0,"Comedy, Family",39
449,The Miraculous Mellops,Canceled/Ended,Nov/1991,Dec/1992,ten,AU,30,0.0,0,"Sci-Fi, Children",20
450,StarStreet,Canceled/Ended,Mar/2001,May/2002,itv,GB,15,0.0,0,,0
451,Fear,Canceled/Ended,Sep/21/2000,Apr/28/2002,MTV,US,60,0.0,0,,17
452,Monkey,Canceled/Ended,Oct/01/1978,May/04/1980,NTV,JP,30,0.0,0,Comedy,52
453,The Chamber,Canceled/Ended,Jan/13/2002,Jan/25/2002,FOX,US,60,0.0,0,,3
454,Tinsel Town,Canceled/Ended,Aug/2000,Jul/2002,BBC TWO,GB,30,0.0,0,,20
455,Saddle Rash,Canceled/Ended,Mar/24/2002,Mar/24/2002,Adult Swim,US,30,0.0,0,Adult Cartoons,1
456,Hey Landlord,Canceled/Ended,Sep/11/1966,Aug/27/1967,NBC,US,30,0.0,0,Comedy,30
457,The Judy Garland Show,Canceled/Ended,Sep/29/1963,Mar/29/1964,CBS,US,60,0.0,0,Music,26
460,The Sweet Spot,Canceled/Ended,Apr/2002,Apr/2002,Comedy Central,US,30,0.0,0,Sports,5
463,The Last Train,Canceled/Ended,Apr/1999,May/1999,itv,GB,55,0.0,0,"Drama, Sci-Fi, Adventure",6
464,Stacey Stone,Canceled/Ended,Nov/2001,Jan/2003,BBC one,GB,30,0.0,0,,15
465,Introducing Gary Petty,Canceled/Ended,Jun/2000,Jul/2000,,AU,30,0.0,0,,6
466,The Games (AU),Canceled/Ended,Aug/1998,Sep/2000,ABC,AU,30,0.0,0,"Comedy, Family",26
467,Full Frontal,Canceled/Ended,May/13/1993,Sep/22/1997,Seven,AU,60,0.0,0,"Comedy, Sketch/Improv",4
468,Shotgun Slade,Canceled/Ended,Oct/1959,Jun/1961,Syndicated,US,30,0.0,0,Western,9
469,Second Time Around (UK),Canceled/Ended,Oct/23/1974,Feb/14/1975,BBC one,GB,30,0.0,0,Comedy,13
470,Keep It in the Family (1980),Canceled/Ended,Jan/07/1980,Oct/19/1983,itv,GB,30,0.0,0,Comedy,31
471,Pop Years,Canceled/Ended,May/2002,,sky 1,GB,60,0.0,0,"Music, Celebrities, Interview",8
472,The Adventures of Skippy,Canceled/Ended,Mar/1992,Jun/1993,Nine Network,AU,30,0.0,0,"Adventure, Family",6
473,Arabian Knights,Canceled/Ended,Sep/1968,Jan/1969,,US,10,0.0,0,Animation General,18
474,Mother Love,Canceled/Ended,Oct/29/1989,Nov/19/1989,BBC one,GB,55,0.0,0,Drama,0
475,Café Americain,Canceled/Ended,Sep/18/1993,May/28/1994,NBC,US,30,0.0,0,Comedy,18
476,Sketch Pad,,,,,,10,0.0,0,,0
477,Tuesday Night Titans,Canceled/Ended,May/29/1984,Apr/1986,USA Network,US,60,0.0,0,,0
478,The New Phil Silvers Show,Canceled/Ended,Sep/28/1963,Jun/27/1964,CBS,US,30,0.0,0,Comedy,30
479,Take the High Road,Canceled/Ended,Feb/1980,Apr/2003,itv,GB,30,0.0,0,Soaps,42
480,Spitting Image,Ended,2020-10-03,,BritBox,GB,10,0.0,0,Comedy,144
481,The David Essex Showcase,Canceled/Ended,Jul/03/1982,Aug/21/1982,BBC one,GB,10,0.0,0,Family,8
482,Boys from the Blackstuff,Canceled/Ended,Oct/10/1982,Nov/07/1982,BBC TWO,GB,50,0.0,0,Drama,6
483,Not Only... But Also,Canceled/Ended,Jan/1965,Dec/1970,BBC TWO,GB,45,0.0,0,,23
484,Spatz,Canceled/Ended,Feb/21/1990,Apr/10/1992,itv,GB,30,0.0,0,"Comedy, Children",0
485,Stella Street,Ended,1997-12-22,,BBC Two,GB,90,0.0,0,Comedy,39
486,The Home and Family Show,Canceled/Ended,Apr/01/1996,Aug/14/1998,ABC Family,US,120,0.0,0,"Family, Lifestyle, How To/Do It Yourself",3
487,Slice of Life,Canceled/Ended,Jun/2003,Jun/2004,nick jr.,US,10,0.0,0,,0
488,Guardians of Luna,Pilot Rejected,2009,,Syndicated,US,30,0.0,0,"Comedy, Drama, Action, Sci-Fi, Thriller, Family, Fantasy, Anime",0
489,"Steve Donovan, Western Marshall",Canceled/Ended,Aug/1955,Dec/1955,Syndicated,US,10,0.0,0,Western,14
490,Record of Lodoss War,Canceled/Ended,Apr/01/1998,Sep/30/1998,TV Tokyo,JP,25,0.0,0,"Drama, Adventure, Fantasy, Anime",28
491,Cos,Canceled/Ended,Sep/19/1976,Nov/07/1976,ABC,US,60,0.0,0,"Comedy, Sketch/Improv",8
492,Tales of the Texas Rangers,Canceled/Ended,Aug/27/1955,Dec/26/1958,CBS,US,30,0.0,0,"Western, Children",52
493,TV Nation,Canceled/Ended,Jul/19/1994,Jun/1995,NBC,US,30,0.0,0,"Comedy, Politics",1
494,Zoboomafoo,Ended,1999-01-25,,PBS Kids,US,30,0.0,0,"Comedy, Children",65
495,Russian Roulette,Canceled/Ended,Jun/03/2002,Jun/13/2003,Game Show Network,US,30,0.0,0,,138
496,Jack of Hearts,Canceled/Ended,Aug/1999,Sep/1999,BBC one,GB,50,0.0,0,,6
497,Wild & Crazy Kids,Canceled/Ended,Jul/1990,Oct/2002,nickelodeon,US,30,0.0,0,"Children, Sports",6
498,Weirdsister College,Canceled/Ended,Nov/2001,2002,itv,GB,30,0.0,0,,13
499,Hazell,Canceled/Ended,Jan/1978,Jul/1979,itv,GB,60,0.0,0,"Crime, Drama",22
500,No Strings (1974),Canceled/Ended,Apr/1974,Nov/1974,BBC one,GB,30,0.0,0,,7
501,The Shillingbury Tales,Canceled/Ended,May/17/1981,Jun/21/1981,itv,GB,50,0.0,0,"Comedy, Drama",6
502,Horne and Corden,Ended,2009-03-10,,BBC Three,GB,30,0.0,0,Comedy,6
503,Dossa and Joe,Canceled/Ended,May/2002,Jun/2002,BBC TWO,GB,30,0.0,0,,6
504,Two Faces West,Canceled/Ended,Oct/17/1960,Sep/1961,Syndicated,US,30,0.0,0,Western,38
505,About Face,Canceled/Ended,Nov/06/1989,Feb/11/1991,itv,GB,30,0.0,0,Comedy,12
506,Hootenanny,Canceled/Ended,Apr/06/1963,Sep/12/1964,ABC,US,60,0.0,0,"Family, Music, Celebrities, Talent",63
507,Mike and Angelo,Canceled/Ended,Mar/1989,May/2001,itv,GB,20,0.0,0,"Comedy, Sci-Fi, Children",123
508,Beyond Chance (2006),Canceled/Ended,2006,2008,CMT,CA,60,0.0,0,"Drama, Family",0
509,The Young Lawyers,Canceled/Ended,Sep/21/1970,Mar/24/1971,ABC,US,60,0.0,0,Drama,23
510,The Interns,Canceled/Ended,Sep/18/1970,Sep/10/1971,CBS,US,60,0.0,0,"Drama, Medical",24
